Unnamed: 0,아이디,댓글 내용
1384,  @user-ni2ju4og2z,어ㅏ 안유진 무슨잏이야
1385,  @JH-xi2kn,확실히 리즈랑 유진이가 잘 불러... 싸비도 둘 목소리밖에 안 들려
1386,  @happyfeet97100,"Something tells me the criticism Leeseo received about lip syncing her IU cover with Wonyoung really pushed her to be more confident this comeback. It’s great, tho."
1387,  @zuka_hon,멱살잡고 캐리하는 리즈 안유진평타이상 하는 이서음정은 틀리지만 그래도 부르는 가을음정 박살 안부르는 장씨
1388,  @grass_cally,원영님은 솔로부분이 없는건가요?
1389,  @bellahyunnna3880,리즈랑 안유진 캐리보소... 끌고가버리네 이서까짘ㅋㅋㅋㄲ와 리즈랑 안유진은 ㄹㅇ안정감있다 와
1390,  @user-db4dc8ch3y,"ㄹㅇ,, 댓츠마이랑 단체부분 리즈 유진만 겁나 크게 들림.."
1391,  @qwer-ez6lv,이서 많이 늘었다 제거 안 해도 목소리 들려서 많이 는거 느껴짐
1392,  @opo281,오오 이서 뭐야...!!!
1393,  @user-du7xn3wn4c,원영이 파트 목소리가 다른 멤버에서 작아서 그렇지 원영이도 자기 파트 부르거 있어요ㅠㅠㅠ
1394,  @ingeong,ar이 많이 깔려있어서 그런지 앵콜 mr제거가 훨씬 잘하네
1395,  @queeninegarciacuyag4759,LIZZZZZZ 
1396,  @user-ny4pu7tc3z,웃으면서 고음들 미ㅣ-친다
1397,  @mydearjardin,유진이고생한다..🥹
1398,  @user-iq6fx4fz4j,리즈ㅠ 진짜 잘해.. 깜냥이♡
1399,  @user-fk4td7bb8m,유진고음파트도 리즈가 같이 불러주네
1400,  @user-ld7ys7ev1i,리즈는 넘사벽이네 시원시원하다...
1401,  @user-up9co6vd7v,딴건 모르겠고 존나 예쁘다…
1402,  @user-qd4gs6gj1k,원영이 파트 더 주라고!!!!!!!!!!!
1403,  @Dorosizzz,항상 라이브랑 멤버 불화설 파트 문제로 뒤지게 까이더니 싹 다 고쳤네 진짜
1404,  @user-rs6oo3bi5h,유진아 이서야 수고했어~~
1405,  @user-yz5mn5qq9o,후렴도 리즈가 다 부르네.. 리즈 센터주라...
1406,  @user-le5dc7zu8u,"암만들어도 1절은같이, 2,3절은 그냥 유진이 혼자 후렴  다 부르는것같은데"
1407,  @user-uu4wh3zk2z,장원영 얘기만 없는거 웃겨ㅜㅜㅜㅋㅋㅋ
1408,  @user-fi3ms7mv7h,제일 심각한 건 가을이죠.. 그리고 선플 아니고 악플 달 바엔 아예 입에도 안 올리는 게 더 도움이에요
1409,  @musicabi7684,역시 리즈랑 유진
1410,  @yoonseul1_,아무래도 리즈랑 유진이 젤 좋아
1411,  @songkangg,욕 안먹으려면 리즈 유진 이서 파트 몰아주는게 낫겠다
1412,  @global_hermes,근데 빠가 아니라 ㄹㅇ로 이번에는 가을 불안한거 빼고 나은디..? 이미 리즈 유진 이서 파트 몰아져있고
1413,  @user-by5sd8jy8v,근데 다 자신에 맞는 노래가 있으니 리즈 이서 유진한테 어울리지 않는 노래면 오히려 안 좋아지지 않을까요(제 생각은
1414,  @Winter0212,근데 자신한테 안 맞는 노래 파트 왕창 줬다간 오히려 망할 수도 있음자신한테 맞는 노래를 적당하게 파트 분배해야지 무조건 실력파라고 파트 몰아주는 건 좀. 원영도 보면 저번 노래들 다 립싱크하다 파트 저음 되니깐 바로 작게라도 부르는 거 봐선 자신한테 맞는 노래를 적당하게 줘야 하는 게 나을 듯
1415,  @user-by5sd8jy8v, @Winter0212  이게 맞는듯
1416,  @user-lx9ls1ek7v,가을 랩파트 의외로 잘해서 어이없네ㅋㅋㅋㅋㅋ 보컬파트는 좀 부족하긴 해도 예전엔 아예 목소리도 못내는것같더만 확실히 많이 늘긴 한듯
1417,  @jacobin1632,막둥이 어디까지 성장하는가?
1418,  @yuruliu1040,현장에 가본 사람들은 다 원영이가 진짜 노래하는 줄 알고 있었다. 음악 문제였다. 나도 녹음을 여러 번 했다. 왜 많은 사람들이 원영이를 노래하지 않는다고 미워하고 공격하는지 이해가 되지 않는다.
1419,  @ravengaon1234,그냥 슈퍼스타는 까와 빠를 미치게 하는 존재죠. 다만 그 까질 정도가 좀 심하고 선을 넘었을 뿐..
1420,  @user-td7ug5hb8g,음역대가 높은고임..원영이 노래부르는거 맞지?
1421,  @Y._hxw,호ㅓㄱ실히 유진이랑 리즈가 젤 잘하긴 한다
1422,  @user-hp4bs5tv4v,안유진 리즈 복면가왕 나왔음 좋겠다
1423,  @tszyanwan2748,liz is the loudest
1424,  @user-gt6is4tk8e,리즈가 제일 잘가네
1425,  @Nguyen-iv9nm,원영이가 젤 잘한다
1426,  @user-oz7md4ur2h,레전드네........good
1427,  @user-gz5dx6fj2m,"저렇게 춤, 노래 하는데 표정까지 신경 쓰는거 진짜 대단한거 같음 나였으면 똥 씹은 표정으로 헥헥거리고 있을듯;;"
1428,  @user-ry7si1eq1u,리즈 음 정확한거 봐
1429,  @Zz-gz1ol,유진이 라이브에서 실제로 뎃츠 마이를 부르네 소찬휘도 티얼즈급이라고 했던 far away 부분 보다 더 높은부분인데 ㅎ
1430,  @sein4937,김리즈 채고
1431,  @user-ns2xb9mw3v,약간 아이엠은 유진이랑 리서랑 리즈가 솔직히 다 살린듯
1432,  @playjane6240,와 유진이 개쩐닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1433,  @user-pv7vs5tw4r,무반주로 이렇게 부르면 실력파 인정이지요ㅋㅋ 무반주는 ar 못 까니까요...
1434,  @user-le5dc7zu8u,"ㅅㅂ 음방에서 무반주로 춤추면서 쌩라이브는 1,2,3세대 그 어느 그룹도 안하던짓인데ㅋㅋㅋ"
1435,  @mydearjardin,억까미쳣네
1436,  @inyeondan,무반주 ㅅㅂㅋㅋㅋㅋㅋ 예능에서 해도 ㅈ같은걸 음방에서 왴ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1437,  @user-io2ah4ix8w,무반주로 저춤추면서 라이브를 인간이 가능하냐?
1438,  @biggerchu,리즈 안유진이 하드캐리했네 이서도 꽤
1439,  @user-nr3nh4zc9d,아이브 멤버들 다 라이브 실력 많이 늘었네요!!!왜 탈덕하니까 눈에 들어오냐고ㅠㅠ부본진으로 라이브도 삼을까요???하 진짜 어쩌지
1440,  @bbondjamss2760,그냥 애들 지켜보면서응원해주세요
1441,  @Ns-mk5um,100퍼 다부르는건 리즈밖에 없네 안유진도 잘한당
1442,  @user-le5dc7zu8u,엥 후렴 유진이도 끝까지 다부르는데
1443,  @Ns-mk5um, @user-le5dc7zu8u  way안불러요~
1444,  @ella8380,리즈가 젤잘하네
1445,  @user-le3gf8qw5h,안유진 리즈 이서 진짜 빡센 춤에 노래도 잘하고 ㅠㅠ 가을이도 늘었어 ㅠ 원영이는 센터할 때 다 같이 부르는 부분 준 이유가 있는 거 같아서 아쉽ㅠㅠ 왜목소리가 잘 안들령 왜 ㅜㅠㅠ 후렴 장원영 부분에 안유진이랑 리즈 이서 목소리만 들리는 건 나뿐인가...? 제발 장원영 표정 연습만큼 춤 조금 못춰도 되니까 노래연습 제발 많이 해서 모든게 완벽해져서 욕 안먹었으면 좋게따 ㅠ
1446,  @shinibi,이서 립씽안하고 꽉꽉 부르는거 넘보기좋다~ 안유진 리즈는말할것두없구ㅋ 원영은 좀 아쉽네...
1447,  @7n871,https://youtu.be/FQ4D8uOC68s이 무대보면 장원영 엠카 첫방만 빼고 다 라이브한 거 볼 수 있고 박재범 드라이브에서도 되게 많은 발전을 보여줬음... 이것만 보고 안늘었다고 판단하고 뭐라하는거 진짜 속상하네
1448,  @AndreaGarcia-jx7fg,Leeseo 
1449,  @dbsfjqwjd8742,근데 엠알제거버전이라고해도 깔사람들은 분명히존재한다 잘한다고는 절대안하고 못하는것만 눈에불을끼고 있는것들때문에 짜증부터나는건 뭐라 할말이없네
1450,  @user-rz2qp7ie6l,"아니 다들 유진,리즈만 이야기하는데물론 유진 리즈도 이쁘지만, 원영이와 가을언니도 많이 늘은거 같아여!"
1451,  @mujinkang5487,리즈 이서 유진 지랴따
1452,  @monicapohan7699,nada yang kamu ambil rendah loh Wooyoung :))ayo jangan nyaman sama zona kemarin
1453,  @CARATHAYEONLAND.Jab_duk,우와 이젠 진짜 논란 생기면 안됌
1454,  @yeahEyaE,아니 안유진은 저래예쁜데 노래까지 잘할일이냐고;; 뭔일이냐 걍 미모담당 이런건줄알앗는디;;;
1455,  @user-le5dc7zu8u,심지어 춤도 제일잘춤
1456,  @shiba-ii8el,걍 미모담당인줄은 장원영으로 알고 있는게 말이 되지 않나...유진이 어떻게 실력을 모름
1457,  @shParkkk,이제 멤버가 대리보컬 해주는 지경까지 간거임?
1458,  @AMYbunny00,진짜 감싸주지말자.. 가수는 가수다워야해.. 진짜야 한명빼고 다 라이브 실화인가?
1459,  @cherryxinh2pm,This is perfect live for me for this song! IVE is better
1460,  @hjseo7795,장원영은 립싱크 하고 나머지는 다잘하네여
1461,  @Roh_Heung_Min,라이브야 성량이 작아서 뭍힘
1462,  @usfneoxnwpznwj, @Roh_Heung_Min  .. 그런 쉴드는 치지 마세요
1463,  @vulenguyen4839,Wonyoung being wonyoung lol
1464,  @user-mj1nm8wz6v,안유진최고다
1465,  @user-jz3uv2dr6v,얘네는 도대체 노래를 부르는거냐 마는거냐 ㄹㅇ
1466,  @user-mm3pn5ke4f,장원영말고는 다 잘부르던디
1467,  @Ji0ij,유진리즈잘하넹
1468,  @user-xd1bm5fr4n,ㄷㄷ 이렇게 높은 음 어케 다 라이브함… 안무도 개힘든데 진짜 내려치기 ㅈㄴ 당해 ar 깔고 라이브인 척하는 모 그룹은 목숨 걸고 쉴드치면서
1469,  @user-yv2sk9bt5e,이서 유진 리즈 다 너무 잘 한 것 같음.. 이 셋이 제일 성량도 제일 크고 가을은 노력한게 보이긴 하는데 원영은 팬으로서 많이 아쉽다
1470,  @user-pr2qr2zx4f,리즈 유진은 3옥타브까지 올라가는 고음을 탄탄하게 소화해낸거보면 그냥 잘하는게 아니라 존나 잘한다는거임.이서도 아직어려서 포텐이 안터졌을뿐 노래 존나 잘하는애임.레이도 요번무대는 같이 못하지만 이전 라이브보면 무조건 실력멤버고. 원영이는 보컬멤이 아니긴하지만 막상 라이브하면 절대 노래못하는애가 아니라는거 들어본사람들은 다 알거임. 라이브 충분히 소화가능할정도로 잘하는애인데 왜 라이브를 안했는지 아도 아쉽..아마 가장 집중공격이 잘되는멤이니 실수 하나 안잡히기 위해 무대에선 라이브를 안한것같음.사실상 팀내 가장 못하는애는 원영이가 아니라 댄스담당인 가을이..가을이가 좀 아쉽긴한데 6명중 4명이나 잘하면(그것도 존나 잘하는편) 실력없는그룹이라고 욕먹을정돈아니지않나?멤버5명중  보컬 겨우 두명으로 실력파그룹이라 불리는 그룹도 있는데
1471,  @Flying-Chicken,​​ @user-pr2qr2zx4f  엥 가을이 라이브 잘하는데요?
1472,  @bzb1904,リズ ユジン イソ 上手い！！
1473,  @user-rc6cv1cc7n,안유진 리즈는 그냥 믿고있었고 이서랑 가을은 진짜 연습 열심히 했나보다 ㅠㅠ 장원영은 아직 립싱크 하는거보면 좀 심각한듯 .. 연습 진짜 열심히 해야할거같은데 다음엔 라이브 꼭 해줬음 .. 저음 좋은데 그것도 립싱크를 해버리면..
1474,  @user-xs7gd1yo8f,근데 이런 엠알제거는 다 믿을게 못됨 ㅋㅋ완벽하게 분리되는것도 아니고 존나 뭉게짐 목소리도진짜 생라이브는 제작진만 아는거지.. 뭐
1475,  @user-zi6mv4dc4r,가을 랩파트 보면 잘만 부르고있는데 뭘 못한대 몇몇 댓글보고 ㅈㄴ 긴장하면서 봤네 몸 저렇게 털고 한바퀴 빙글 도는 안무하면서 부르고있는데 무작정 못한다고 프레임 씌움ㅋㅋㅋ 이 영상이랑 비교하면 아예 소리조차 안들리는 애들도 다른그룹가면 많은데 꼭 아이브한테만 기준이 ㅈㄴ 엄격하세요
1476,  @Flying-Chicken,노래도 잘하는데 ㅠㅠ
1477,  @seenjeans,"그러니까요… 가을 굉장히 잘했다고 생각해요 :,("
1478,  @user-cc7sy7kr2m,이서 데 자 뷰!! 정확한 거 귀엽네 ㅋㅋ
1479,  @user-yt5nj1gp7j,안유진 미쳤네.. 일케 잘했나 확실히 리즈가 정말 보물임 이서도 잘한다 억까당한게 억울할정도 장원영은 너무 못하네.. 항상 비주얼과 라이브가 반비례한게 아쉽다
1480,  @user-jh1bb5ch4q,근데 장원영이 리즈만큼 잘부르는것도 너무 사기임 차은우도 메보급으로 잘부르지 못해도 잘만 빨아주면서 장원영만 개같이 억까하는 건 솔직히 열폭 맞음
1481,  @user-yt5nj1gp7j,​ @user-jh1bb5ch4q  아니 누가 리즈처람 잘부르래? 그냥 못부름 1인분도 못한다고
1482,  @user-ok6em4nb3b,​ @user-jh1bb5ch4q 장원영 싸비파트 자기가 센터로 나왓는데 거의 안 부르네ㅋㅋ
1483,  @user-jh1bb5ch4q, @user-yt5nj1gp7j  같은 4세대인 뉴진스 르세라핌에도 라이브 딸리는 멤버들 있는데 장원영만큼 억까 안당함ㅋㅋㅋ 걍 열폭인거 인정하면 덜 추하다 그와중에 비주얼은 못까는것도 웃기네 ㅋㅋ
1484,  @user-yt5nj1gp7j,​ @user-jh1bb5ch4q  억까가 심한멤이여도 보컬 딸리는건 사실인데.. 그냥 사실임
1485,  @user-jh1bb5ch4q,​ @user-yt5nj1gp7j  ㅋㅋ 남돌들 보면 렙멤이라고 아예 노래 안부르는 애들도 있는데 장원영만 죽어라 까는것 보면 답나오지 인정 못할수록 추해지는건 악플러들 뿐임 
1486,  @user-jf4zm3pi2x,리즈는쫌 덩치가 커서 울림통이 좋음 장원영은 성대가좀 약하고 가녀린몸이라 고음이 힘들다
1487,  @user-jh1bb5ch4q, @user-yt5nj1gp7j  본인 스스로 관심많아서 받는 악플이라 인정해놓고 유체이탈 화법 무슨일ㅋㅋ 너야말로 이런 까댓글 달 시간에 본인에게 유익한 일을 좀 해라
1488,  @user-yt5nj1gp7j, @user-jh1bb5ch4q  악플러들보고 예민해진거 알겠는데 난 악의없이 말한거거든 악플러 화풀이는 다른데가서 하렴
1489,  @user-yt5nj1gp7j, @user-jh1bb5ch4q  어휴 대단하다 이렇게까지 ㅈㄴ말안통함 너도 나한테 댓달지 말고 니일이나하령
1490,  @user-jh1bb5ch4q, @user-yt5nj1gp7j  누가봐도 장원영 한정 악의 가득해보이는데 너야말로 애먼 여돌한테 화풀이 적당히 해 ㅋㅋ 화풀이보단 열폭같지만
1491,  @user-yt5nj1gp7j, @user-jh1bb5ch4q  너가 그렇게 생각하고 싶은거 아니고? 객관적으로 영상을 봐바 너야말로 나한테 화풀이 그마내
1492,  @user-sk1hz2we2e, @user-yt5nj1gp7j  장원영한테 바라는 거 존나 많네 언제 애 한번이라도 응원해주고 말하냐? 비주얼에 광고에 스타성에 춤도 빠짐없이 잘 추고 솔직히 이 정도까지 와도 타그룹에서 이만큼 하는 애 없는데 이제는 노래까지 섭렵하라고 지랄이네 진짜
1493,  @Nuclear_Launch,​ @user-yt5nj1gp7j  이미 장원영은 스타성으로 원탑이니까 노래 좀 딸려도 ㄱㅊ
1494,  @vlog-zh4ob,막내도 라이브 다 하는데 원영아 좀 해라 유진이 독기품고 라이브 다 하는거 대박
1495,  @ravengaon1234,하고 있어용
1496,  @user-du7xn3wn4c,원영이 하고 있어요
1497,  @bbc930202,아이브에서 레이가 제일 라이브 안정적으로 하는데 레이 아파서 빠졌다 그래서 사실 좀 걱정함.. 근데 춤추면서도 너무 잘하네 연습많이한게 느껴진다 특히 이서 ㅠㅠ 안유진 리즈는 원래 잘했고 가을도 자기 파트 무난하게 잘 하고 장원영만 노래연습 열심히하면 될듯 못부르능걸 떠나서 걍 안부르는게 에바임
1498,  @bbc930202,아오 저 직캠도 보고 엠카 본방도 챙겨봤어요 원래 아이브 호감이라 ㅎㅎ 직캠보다 방송에서 더 라이브 크게 들리는거 아시죠 방송에서도 다른 멤버들 크게 노래하는거 들릴때 장원영은 ar만 들리길래 진심 방송사고난줄 알았음 잘하진 않아도 열심히 한다는 말로 칭찬할 수 있는 멤버는 장원영이 아니라 가을같네요
1499,  @iiiiiiiiiiiii3333,님 안부르지는 않고 부르긴 부름 뭔 에바까지야; 안부르면 mr제거 목소리 나오지도 않는데 무슨 오바는 ㅉㅉ 걍 ㅈㄴ 성량이 작음 ㅇㅋ?  근데 크게 불럿으면 좋겟네 애가 밥 안먹고 다니나 왤케 힘없냐
1500,  @user-jf4zm3pi2x,장원영도 잘부르는데 안티들이 하도 까데서 기죽어서 그러잖아
1501,  @bbc930202,일일히 답장하기 귀찮아서 그냥 쓸게요 저 아이브 호감이라 엠카 본방도 챙겨본 사람이고 안티 당연히 아닙니다 근데 장원영이 오늘 무대에서 보여준 모습은 솔직히 실망스러워요 노래 그렇게 못하지 않는거 알고 아이즈원 이전 프듀때 롤링롤링때도 음역대 되는데 자신감 없어서 음정 못올리는거 보면서 애기가 얼마나 스트레스 받으면 그랬을까 안타까워도 했어요 근데 지금 데뷔한지 6년차고 연습을 해도 수천번을 했을텐데 성량이 엠알 제거해서 제거될 정도로 작으면 그거부터가 연습부족이죠 ㅋㅋ 삑사리나면 또 안티들한테 조롱당할까봐 무서운건 이해하지만 그럼 노래 연습을 해야지 개미만한 목소리로 부르면서 mr에 묻어가는 모습은 좋지 않게 보여요 리즈나 안유진처럼 고음을 부르라는 것도 아니고 장원영 이번 타이틀 파트 딱 두줄인데.. 아이브 실력 좋은데 장원영 실력 논란 때문에 다른 멤버들까지 노래 못한다고 까이는것도 이제 그만 보고싶어요
1502,  @rreuik, @user-jf4zm3pi2x  안타깝고 욕먹는것도 속상한데 애가 안부르는건 팩트긴하잖아 뭐 다른 프로 나와서 부르는건 잘해서 나도 넘 뿌듯했는데 이런 음방에서만 자꾸 안부르니까 이제 저 년도차면 노래실력에 대해선 쉴드칠 기간은 지나지 않았니ㅠㅠ 게다가 파트 두 줄인데 낮은음역대고
1503,  @user-du7xn3wn4c,안부르는게 아니고 다른 멤들에 비해 목소리가 작은 거예요 소리 키워서 들어보세용
1504,  @rreuik, @user-du7xn3wn4c  안부르든 소리가 작든 이제 이런거로 지적받아야할 시기가 지났다고 말하는거임 좀 ㅋㅋ
1505,  @user-du7xn3wn4c, @rreuik  sy님이 먼저 ”안불렀다“해서 ”불렀다“고 지적해준 건디 이제는 말바꿔서 안부르든 말든 이러시네요 먼저 날조해놓고 아니라니까 바득바득 우기시네..;;
1506,  @rreuik, @user-du7xn3wn4c  여기서만 안부르냐 이번무대부터 부르기 시작했던데 무지성으로 감싸도 애 욕먹이는거임
1507,  @user-cc7sy7kr2m,"엠알제거 잘됐다! 고음 다 올리는 거 대단하네,, 장원영은 여전히 좀 아쉽다…"
1508,  @10000labe,댓잇쓰 후아엠 이걸하네 미쳤다
1509,  @user-rs6oo3bi5h,원더케이 인생네컷 아이브편 보세요 라이브로 노래하는데 정말 잘하네요
1510,  @user-sh2wn6tu9l,이서 보컬 좀만더 다듬으면 더 잘하겟다 소리 자체가 알맹이있는 소리라 삑사리잘안나는 목소리임
1511,  @shellywiz118,장원영은 노래를안하는건가...?
1512,  @user-mg7jk2oh9j,장원영은 심하디 ㅋㅋㅋ부르는게 거의 없네  확실히 안유진이 잘하넹
1513,  @Ditto-lx1fc,원영이랑 가을이는 이 정도 분량이 가장 이상적일 듯
1514,  @seenjeans,가을 잘 했는데요…
1515,  @Ditto-lx1fc, @seenjeans  못 하는건아닌데 .. 노래를 잘한다고 하기도 조금 그런게 부를 때 맥아리가 없어요..
1516,  @user-nh6nc7zo6j,이서 데자뷰 급발진 개웃김ㅋㅋㅋㅋ
1517,  @user-wf8sc1oj2b,와… 장원영 제일 쉬운 파트 담당이면서도 라이브 최악이네.
1518,  @user-lz6pt4lw4v,니 인생이나 제대로 사세요
1519,  @user-ll4zp1io3n, @user-lz6pt4lw4v  님아 장원영 아이돌이야 그리고 몇년 된 아이돌이고 ㅋㅋ최소한 라이브는 조금이라도 되야하지 않을까? 애기야 몇살이니
1520,  @jeeyeon4709, @user-ll4zp1io3n  가서 뉴진스 르세라핌 라이브나 파 뭔 장원영 아이돌역사까지 파니 그시간에 자기반성 ㄱㄱ
1521,  @user-ey5cu4nj8t,장원영 파트 삭제좀…. 장원영 댄서나해라… 안유진 보고 배우라고….
1522,  @Tigerhee,누가 유진 리즈 다른 그룹에선 평균이라고 했냐
1523,  @yusiah233,리즈랑 유진이 목관리 하면서 무대 했으면.. 음이 넘 높아서 목 쉴까봐 걱정이 든다..
1524,  @user-hg4jd1fu6c,장원영 연습 많이 해야겠다..
1525,  @user-jx5ve3tr5z,멤버 다 라이브 하는데 장원영은 라이브 별로 안하든가 되게 소리를 작게 하네
1526,  @jasonoh184,MR제거는 손실되는거 없이 하는게 불가능하고 의도적인 뭉개기가 가능하다는 사실을 안 이후로 안 보게 됌
1527,  @bluetec1,장ㅇ원영 라이브 안하는건 죽어도 언급안하네 ㅋㅋ
1528,  @user-tx7fj5ff4r,그러게요 ㅜㅜ 다른 무대에선 라이브 조금씩 하려는 것 같던데 이게 첫무대인지 모르겠지만 엠알제거 이거 첨 나왔을 때 보고 다른애들은 다 잘하는데 장원영이 너무 실망스럽더라고요…
1529,  @Dorosizzz,이번에 왜 19초 줬는지 알거같음.....
1530,  @arachu_,열폭 억까러들이 원래 글치뭐
1531,  @pastelmint_mrremoved,Liz 
1532,  @kd7538,장원영 파트 시작부분 저음이라 작게들리는거고 브릿지부분 잘 불렀는데 뭘 얼마나 더 얘한테만 깐깐하게 검열해야 하는 거임? 다른 멤들처럼 눈에 띄는 파트가 없어서 그런건데
1533,  @9ljsw0,브릿지를 못부르잖아.부른게 아니라 소리를 낸거임 저건.
1534,  @kd7538,​ @9ljsw0  네ㅔ~ 그럼 그냥 아이돌 mr제거 찾아보지 마시고 박효신노래를 들으심이 좋겠네요
1535,  @9ljsw0, @kd7538  누가 박효신 수준 기대하냐?노래하고 춤춰서 돈 벌어먹는 사람이면그만큼은 하란 말이잖아. 그게 어려움?
1536,  @kd7538,​ @9ljsw0  장원영 노래하나로만 물고 늘어지는게 아이돌시장 이해 못한 걸로 밖에 안 보임. 그리고 원래 첫주는 립싱크해도 됨.
1537,  @9ljsw0," @kd7538  그치 아이졸이 노래로 인기를 얻는게 아닌건 맞는데팀에 누가 되면 안되지 않겠냐?첫주 립싱크는 “립싱크 무대”에 해당하는 말이지,라이브 무대에서 립싱크하는 멤버한테 쓰라고 있는 말이 아님."
1538,  @kd7538,"​ @9ljsw0  그래서 장원영이 립싱크 했어? 아니잖아요 ㅎㅎ 장원영은 우선 무대에 서있는걸로 화제고, 이번에 1인분 했는디? 언제 누가됐지?"
1539,  @user-ny1gh1xw5f,장원영은 저음인데도 심각하네 갈수록 퇴화하냐
1540,  @user-fh3fu8ed4c,애초에 이 mr 제거 기술자체가 믿을만한가 소리 다 뭉개지네
1541,  @d_wwon4827,직캠 영상이랑 이거랑 비교해서 보면 중간중간 진짜 라이브 맞는거 같아요
1542,  @user-ho9gm5ih6z,목소리 겁나 흔들리는데 이게 라이브로 안들린다고?..
1543,  @user-ju2en8bx9s,애들 라이브 잘만하던데 뭘…열심히 사는 애기들 방구석에서 내려까면 좋음? 애초부터 이런 mr제거는 믿을것도 못되고 특히 님들이 그렇게 싫어하는 원영이는 저음파트라서 이렇게 제거해놓으면 안들리는게 당연함 그래도 오디오 다 겹쳐서 나오는데 라이브를 안하네 어쩌네 본인들 청력이나 의심해보세요 타돌한테는 입도 뻥긋 안하면서 아이브한테만 라이브 라이브 거리는거 좀 웃기네ㅋㅋㅋㅋ
1544,  @planetarium-prsk,근데 초반에 같은 저음부분의 이서는 잘만 들리는데?
1545,  @ravengaon1234,​ @planetarium-prsk  장원영 음색 자체가 이서보다 낮고 두꺼워서 그럴걸요.
1546,  @user-yw5nv8ub6b,장원영은 기대도 안했다… 어휴
1547,  @user-rf3cd9dm3j,아이브 네컷라이브https://www.youtube.com/watch?v=rcqGjg_bqP4다들잘하는데유~
1548,  @musicyoutube5062,솔직히 얘네만 타돌에 비해 너무 라이브갈리 심함.. 6명 다 메보만큼 해야 그 갈리 사라질듯ㅋㅋㅋㅋㅋ
1549,  @Nuclear_Launch,지들한테는 한없이 관대한 앰생들이 아이브한테는 ㅈㄴ 엄격함ㅋㅋㅋ
1550,  @user-cf2gz9kv8v,원영인 연습 좀 해야할듯 도입이고 저음인데 목소리가 거의 안들려
1551,  @user-cf2gz9kv8v,​​​ @user-hl5kf5ny7k  팬이면 쉴드치지 않고 가만있는게 나음 원영이 동작이 다이나믹한것도 아닌데 1절 목소리 안들리고 2절 짧은데 음도 흔들림 저음 발성을 교정해서라도 자기파트는 말 안나오게 책임져야하는게 맞음 인기가 많으면 그만큼 잘해야함 아쉬운걸 지적한다고 억까로 몰아가는건 좋은팬의 자세가 아님
1552,  @user-cf2gz9kv8v,​ @user-hl5kf5ny7k  피해의식 대단하다 ㅎㅎㅎ
1553,  @LEO-ph3dt,다른 팀원들은 목구멍 찢어져라 부르는데 거의 안 부르는건 좀 그렇네
1554,  @user-hf6cx2vq8o,https://youtu.be/FQ4D8uOC68s 그래서 부르더라고요
1555,  @ws7eyd,부르는데..ㅋㅋ;
1556,  @cherishbe2871,부르는데요..?
1557,  @user-pe8fy6bi1f,이 영상에선 안부르지 않앗나요
1558,  @user-rv6pp9pg4r,그럴 거면 마이크 왜 차냐
1559,  @user-zs9qn1ms1x,엠알제거가 좀 작게 된것도 맞는데 처음에 원영이 파트가 저음이라서 안부르는거처럼 보이는거에요..
1560,  @LEO-ph3dt, @user-hf6cx2vq8o  이건 다른 날 이잖아요... 전 이 영상 mr 제거를 보고 말 한 것 입니다!
1561,  @user-rm7bx7vk4d,장원영은 파트 줄여라 진짜 노래를 어케 저따구로 부르노
1562,  @Sonata.is_megi,가을선배 의외로 괜찮은데?
1563,  @smiley7192,장원영은 목소리가 안들리는데
1564,  @user-sn3jt1dy6p,원영이 목소리는 하나도 안들리네
1565,  @IVE_LOVE_All,최대로 틀면 들리는데 비음이 들리는거임
1566,  @mhhho_e03,"리즈 미친거아닌가 저정도면,, CD를 삼켰다 그냥ㅜ"
1567,  @muhammadrisqi_,"gpp kok wajar kalau ga stabil karna nyanyi sambil dance itu emang susah, dan itu ive suara nya udah bagus loh walau sambil dance"
1568,  @user-oc4bu241uwqytn5,이게 아이브다!!
1569,  @rhamaprb,Liz omg 
1570,  @sheirumi1317,LIZZZZS 
1571,  @user-ti5ob6hp3g,리즈.. 와우.. 깜놀;
1572,  @user-hx9jy2ee1h,"1:52 안유진 뭔데,, 귀 뚫림 ㅋㅎㅋㅎㅋ"
1573,  @DDOUNG79,원영이는 저음이고 파트도 적은데..음원에서 저음이 매력적이다 했건만라이브는 좀 힘든가보네
1574,  @user-it2vk5dr6p,잘한다
1575,  @phuongung2859,WONYOUNG DOESN'T SING ? WHY ?
1576,  @artedemenademichi5539,Liz es muy buena.
1577,  @young9685,장원영은..얼굷로먹네
1578,  @bini7722,리즈 유진은 진짜 열심히 해서 너무 보기 좋다 이서도 음정 흔들릴지라도 자신감 있는 모습 좋은데 장원영은 자기파트 반을 날려먹네.... 적어도 가을은 부르기라도 하는데 다른 노래들보다 저음이고 파트도 잘 받았으면 그만큼 노력 해야하는거 아닌가 ... 언제까지 이럴거임 ..ㅠ
1579,  @_lovelyhn_,장원영진짜 이쁘다는말도 지겹겟다..
1580,  @user-wx7wo3yl3u,장원영씨는 왜 첫시작부터 안부르는거죠
