Unnamed: 0,아이디,댓글 내용
1024,  @carnianpluvial7126,Lmao THIS is the winner?? What has kpop become
1025,  @user-lb5rt3pq8y,용서가 안된다
1026,  @hkk1925,무슨 여고 수련회 장기자랑보는줄 알았네..심각하긴하다
1027,  @ShoesellerP,I dont want to compared but this encore with aespa encore man ykwim.
1028,  @izziethan2,
1029,  @user-vl5fe2oe4v,김채원 빼고 다 못하네 진짜 충격적이다 실력파로 밀고 가는 게 너무 웃김..
1030,  @harrypottah4831,"Is everyone okay? although Yunjis job is vocals, he cant even control his breathing here.. Sakuras vocals are frighteningly bad. what good?? Kazuha has at least some rap talent so I cant say anything about vocals. chaewon carries the band"
1031,  @user-rf8md5ni2q,아이고 여기 댓글들은 죽어라고 인신공격하면서 안까서 다행이네 에스파 아이브였으먼 이미 각종 조리돌림 당했다.. 어휴
1032,  @pubgharamasu5144,Bring back GFriend and kim garam
1033,  @yalee127,사쿠라는 너무한거 아님....가수잖아
1034,  @user-qh4ol6nn8w,ㅋㅋㅋㅋㅋㅋㅋ 어우 흑역사 재대로 찍었노 ㅋㅋㅋㅋㅋ
1035,  @ch.goldenness046,Need vocal training 
1036,  @leonisa4296,They didn't hit the right note!
1037,  @user-gq6ox7wv9i,가사에 일본어있음?
1038,  @user-vt3zi4hz3j,채원아 너가 다한다..
1039,  @user-cu8wf9bl4b,은채잘한㉰…
1040,  @user-rr9uk6xj1n,여자친구 살려내 이럴거면...
1041,  @user-be5us9us9p,ㅋㅋㅋㅋㅋㅋ 노래 제목 언포기븐인게 웃음벨ㅋㅋㅋ 노래는 이미 내려 놓으셨으면서들
1042,  @user-vh3wy5pb2k,"девочки без наушников, они буквально не слышали себя. а вы накинулись на них, как стая голодных собак..."
1043,  @carlorossi-nk3ek,Don't translate the Korean comments  they're full of hate to their own kpop groups
1044,  @prodbyflee1293,Why are yall acting so dumb? They won a award . They are obviously happy and they must be not ready for singing yet and obviously yunjin and chaewon can sing better cuz they were opera singers ffs. Sakura and kazuha are japanese it takes time for people to get used to other languages. And as for eunchae she was just perfect. Instead of criticizing why not show them some support. Theyre really doing a good job tbh. And for a fact they are winning awards while ur sitting in ur parents house commenting this.  Idk why yall are hating on this so much. I found other encore perfomances good and they were actually singing nicely. Just one performance and yall acting as if it was a bad decision for them to debut.And as for sakura and kazuha yall can clearly understand their japanese because of their accentIm sure we all know they are working hardSorry if i wrote so much Its just thatThey are working hardJust appreciate and motivate them and im sure they will come back better than before
1045,  @areqqq,You can't even defend them. Kazuha and Sakura are just not strong at all. They should try their hardest from now on and we will support them for that. But seriously..
1046,  @user-uq8vu9zf1y,3:15  진짜 뭐라는거냐? 일본어가사인줄
1047,  @aniya4890,kazuha and sakura's in this CANNOT be forgiven. i love them but oh my god this was bad...
1048,  @ahahah2043,사쿠라는 진짜 아니다…ㅋㅋ 카즈하는 이게 뭐지?싶고
1049,  @user-le3ls7ob9x,은채도 흔들리지.않고 채원이랑 윤진이도 잘 하는데 즈하랑 꾸라는 노래 연습더 했으면 졸겠다
1050,  @pubgharamasu5144,this is why ive the real six winged angels not sserafim
1051,  @edtjjdgjohg,여돌이랑 남돌이랑 키 차이 별로 없네ㅋㅋ
1052,  @reyadhiyaksa2931,So many idols can't sing right now
1053,  @juicebox7755,2:21 and 3:24
1054,  @user-zh7pb1ue3g,채원이만 보고 응원하려고 했는데 더이상은 안될거같다......ㅃㅇ
1055,  @etc-entertainment9847,Ich singe besser als alle von ihnen vor allem als Sakura
1056,  @user-ju4ps7he6m,박진영이 말한 발성 안좋으면 얼굴을 찡그린다는게 이런건가
1057,  @user-xe3ok9dh6l,그냥 비싼 화장한 고딩들이 노래방 옆방에서 들리는 수준이 맞네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1058,  @candyclaudhya5004,Gfriend be like : 
1059,  @Yni._.,1:41 젤 왼쪽 손 올리고 계시는 분 이름이 뭐예요??
1060,  @JS-re9xi,허윤진 김채원은 잘함  ㅇㅇ
1061,  @gogolbt,"사쿠라, 카즈하, 너무 심각한데? 은채도 연습 많이 해야 할 거 같고..그리고 애들 밥 제대로 먹이고 스케쥴 관리 잘해줘라..지방이 너무 없어서 나이 들어 보이는 장면이 보여서 안쓰럽다."
1062,  @user-eq6nu8us5r,다른의미로 조회수가 높네
1063,  @hankj91,"회사가 사들인 음원, 음반 조사해서 그만큼 빼고 집계해라. 그걸 못하겠으면 이런 프로 중단하든가....음악방송이 아이돌 광고 프로면 위에 광고방송이라고 자막을 넣던가..."
1064,  @user-ug5sf7ry9y,언니들 왜그래요ㅜㅜ
1065,  @retrievezz,노래실력 처참하다..
1066,  @user-mq5fm5uj1o,카즈하는 보컬 안배움..??
1067,  @SY-ql8zr,Sakura her fans always say it’s not fair that Sakura has few part in the group. Did they listen to her sing? few part and still perform so bad
1068,  @Gimchizzigae,즈하는 쌩목이라 랩시켜야함 음원과 비슷하게 랩은 잘하는듯 쌩목으로 노래시켜버리면 듣기 거북해짐 채원이랑 윤진이 노래 많이 시키고 은채는 좀 시키면 늘것같은데 나머지는 이제 수납을 하든가 연습을 오지게 시켜서 갱생을 하든가임 이래가지곤 독기니 뭐니 해서 오히려 업보빔이나 쳐맞고 조리돌림행임 ㅠ
1069,  @user-vm9yk4ml2t,진심으로 내가 사쿠라보다 잘부름..
1070,  @mjk7963,팬들은 싫어하겠지만 제발 공평하게 파트 주려고 억지로 나누지 말고 잘하는 사람한테 파트 많이 주고 못하면 그냥 조금만 주세요 듣기 너무 괴롭네
1071,  @nain-pf7mg,어려운 파트를 상대적으로 보컬 약한 멤버한테 준 게 문제같음..
1072,  @nisa13,3:15 she literally messed up.
1073,  @cecilia...504,....*sigh
1074,  @zzz-ol1me,근데 허윤진 가사 저는건 너무한 거 아니냐 성악가지고 엄청 뜨길래 잘할 줄 알았는데 너무 실망임 가사정돈 숙지해라 인간적으로...
1075,  @workshopsurabaya6364,waaaauuwww 
1076,  @user-sn6rj2tf6s,? 계속 봐도 이건 ㄹㅈㄷ다
1077,  @tharntypesdaughter,3:38 3:17
1078,  @user-fo3pm6io9o,"솔직히 욕 먹는 이유가 직업에 충실하지 못해서라고 생각함. 춤도 추고, 노래를 부르는게 직업인 사람들이 자기 직업에 저렇게 충실하지 못하고 능력을 키울려고 노력도 안하면 일반인들하고 다를게 뭐가 있는데?? 떳떳하게 자기 직업을 말 하고 인정받을 수 있을려면 그만한 노력과 실력이 뒷받침 되어야한다고 생각함. 팬들이 쉴드 쳐주는데 한 직업으로써 볼 때 아닌건 아닌거임. 괜히 전공자들이 있는게 아니잖아.."
1079,  @guyeon_san,사쿠라는 음원으로 들었을 때도 기계음 넣었는데도 못 부르는 거 티 나서 예상했음
1080,  @user-yr7wt8bv2n,내가 노래방가서 불러도 저보단 잘부를듯
1081,  @rivientol4152,근데 사쿠라는 자기 커리어 무시말라더니...아직도 모기소리를 ㅋㅋㅋㅋ 배에 힘주는 운동이라도 좀 해...진짜 안쓰럽다 ㅠ
1082,  @EG-gm8me,Thank goodness for autotune. These encores are like listening to nails on a chalkboard.
1083,  @kimtae2107,Popular because of the big agency but the artist value is very bad
1084,  @user-ii6sj6yl9q,사쿠라는 진짜 하는게 뭐냐..ㅋㅋ
1085,  @user-pc4em9ct4j,내가 갠적으로 생각하는 보컬 순위는 김채원이랑 허윤진이 1위이고 홍은채랑 카즈하랑 2위 그리고  사쿠라가 3위다 실력 안보고 냅다 뽑고 그룹 만든 소속사 잘못도 있지만 홍은채랑 카즈하는 데뷔를 처음해서 그렇다고 치겠다만 사쿠라는 뭐임?
1086,  @tubatuwar1war1,"IMO idk what everyone is on about? The performance is okay , idk maybe I need both headphones on or something but it’s fine???"
1087,  @nhyun2433,진짜 개심각하네 ㅋㅋㅋㅋㅋ이러면서ㅠ사쿠라는 맨날 내 커리어 커리어 거리는거임? ㅋㅋㅋㅋㅋㅋㅋ
1088,  @user-fg6gz2ch9c,채원이랑 윤진이 멱살잡고 끌고 가네 ㅋㅋㅋㅋㅋ...
1089,  @user-ws6up8wk2p,근데 생각보다 카즈하는 좀 부족해도 지금처럼 당당하게?? 부르는게 나은 것 같음 목소리가 사쿠라보다 덜 흔들리고 연습하면 단단해질 것 같음 매력적임
1090,  @dehlia8384,허윤진이랑 홍은채랑 김채원은 잘하긴 하는데.. 사쿠라랑 카즈하는 발음도 조금 부족한 거 같고.. 일단 노래 실력을 키워야할 거 같다..
1091,  @ssk7353,"발음 교정이 많이 필요할거같은데 왜 안하지;; 사쿠라 잘 보면 ㅣㅡ 발음할때 ㅜ 입모양을 해요.... 이거 고치지 않으니까... 길을 걸어가 ...귈울 걸어... 이렇게 발음되는거임 ...문제있는데 안고치는게 신기하네 -,.-; 평상시에 말할땓ㅎ ㅣㅡ를 ㅜ처럼 내던데 .. 일본어 몰라서 그런디 일본어가 그런가요??? 노래할때는 발성 낼라면 입을 더 크게 해야되는데 저렇게 나오기 쉽지 않거든요... 일본어 발음보면... 애니 성우들처럼 발음이 좋은거보면 조음 문제라기보다...일본어에 없는 받침 발음 교정할라다가 저렇게 내는거 같은데 ... 돈도 많은 회사인데 애좀 봐줘요 ㅠㅠ 발성 교정 할 수있어요... 노래 배우는거말고요.. 발성학 교수님 찾아가서 음소 수준에서 다시 배워야할듯...  저렇게 이미 배운건 단순히 한국어를 더 배운다고 절대 못고쳐요.."
1092,  @user-cq1rl5gb2v,진짜 도끼로 찍기전에 독기 마케팅 작작해라 ㅋㅋㅋ
1093,  @yose9962,Ou thats-
1094,  @sasuke001,김채원이 멱살잡고 끌고가도 그냥 그 손 뿌리치고 엎어지는 꼴이네
1095,  @user-bt5cx6vq9p,이번 노래가 어렵나? 피어리스나 안티프라자때는 별 말 없었던거같은데
1096,  @bluescenario5895,2년이 지났지만…쏘스랑 하이브 너네 여친 헤체 시켜놓고 이런 그룹을 만드는생각 아직도 이해못하네 하하
1097,  @joopyooip5836,김채원 빼고 다 별로임 춤추면서 부르는 것도 아닌데 음정 ㅈㄴ 흔들리는 건 .. 누군 가사까지 틀리는 ㄷㄷ
1098,  @sweetdashing5050,tbh chaewon and yunjin = good eunchae = not bad kazuha = average sakura = not good sorry
1099,  @lenniselvimaryani3187,pas baca (liat translate) komentarnya seperti yg saya pikirkan
1100,  @user-ct2hj1sh1k,아니 근데 제발 음치니 뭐니 그러진 말자 대중팬들에 의해서 이렇게 올라갔는데 이렇게 까면 좋을까?? 그리고 얼마전 라이브에서 이것때문에 카즈하 하고 사쿠라 파트 많이 줄어서 좀 불쌍하다 그냥좀 애들 편하게 노래 부르게 하자 얘들아...ㅠㅠ 까내리지말고 이렇게 니들 부족한점 욕하면 좋겠니...
1101,  @bunnybun2945,"I just seriously don't understand why PPL are being so mean , I'm not a fan of this group and I'm not even defending them. Isn't it so obvious? Sometimes big celebrities like Taylor and Dua lipa ,Justin Bieber,BTS they also can't sing properly,their voice get cracked, it's a very normal thing . If BTS would have done that ,ppl would be like "" I can't see I'm blind"", just because they are new 4th gen kpop idols and getting immense amount of hate. Instead of cursing and hating them we should really encourage them so they can further do better. Picking someone and saying she/ he's talentless is too mean . They are human being too ,they can make mistakes,and it's very obvious. Isn't it? They are idols they do a lot hardwork more than what you think. Some of them might need little bit of improvement but that doesn't make them talentless."
1102,  @Sitan_xx,김채원 좆됐음 감지 눈빛이 ㄹㅇ 개처웃김ㅋㅋㅋㅋㅋ
1103,  @user-kd1rm4vt3x,엔믹스 퍼플키스 이런그룹이 떳야하는데 실력없는 르세 뉴진스 가 뜨고있네 이제 우리나라도 노래실력 안보네 ㅠㅠ
1104,  @user-kq1mj5iy2u,아니 인간적으로 춤 안추고 있잖아...
1105,  @user-ix6kw9jg2z,르세라핌은 채원이랑 은채가 젤 안정적인듯
1106,  @jy-iv6ee,3:15
1107,  @vaishnaviupreti626,I'm sorry but sakura and kazuha
1108,  @lifewithtyty8441,I mean I can’t blame them they didn’t even have their ear piece to know when to start and after you sing and wait a little doesn’t mean it’s gonna be in tip top shape plus I bet those girls drink a lot of water to soften their throat before they sing so in my opinion it’s not their fault
1109,  @user-ml6ql4xm4i,1명빼고 다 잘하는것 같은데
1110,  @Leicester_City-Fan,카즈하 최애인데 진짜...노래 연습 열심히 해야되겠다...채원이랑 윤진이는 그나마 잘하는 편인데 셋은 연습이 필요할듯...
1111,  @user-kt4gd4py3w,진심 보컬은 심각하다 심각해
1112,  @user-ps2ur1un2l,채워니랑 윤지니 캐리고 만채랑 주하는 평타인듯...사쿠라는...?
1113,  @user-ip4in9nr2m,저 정도인데 아이돌 데뷔 어케 한 거
1114,  @user-dc2sj8mt6x,",채원이는 잘했는데 뻘쭘하겠다"
1115,  @A_sphodel,김채원 ㅈㄴ 불쌍하네 김채원이 멱살잡고 올려줘도 단비마냥 쳐 자빠져
1116,  @user-bz4in2mg9e,허윤진이 살렸어 ... 나머지 맴버들은 이게뭐야 ....
1117,  @user-gv4mm6qs2z,ㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ
1118,  @user-yb5rc9bg2u,사쿠라는 저게 가수냐..?? 12년했다며 12일 연습한거아니냐
1119,  @user-nu5rd2bw8h,3:13
1120,  @080702u,
1121,  @Oh.raneee,솔직히 은채까지는 괜찮은건데사쿠라는 1?2년차 아이돌치고 진짜 심각한거같음..
1122,  @onionst1,이정도면 이 영상 내려야 되는거 아니냨ㅋㅋㅋㅋㅋ
1123,  @imtheonehero9305,They just need to warm up haha. And i dont see any ear piece
1124,  @malulu3507,3:16 ... Sakura? Wtf?
1125,  @joycemendes7568,"This is soo  thats why yg is better, look babymonster new gg, full talent"
1126,  @penmaaaa,"They need more vocal practice,there are almost no high notes in this song"
1127,  @alanlee4459,동네에서 마이크 처음 잡은 애들만 모았네심하다.
1128,  @zhuhana,also yunjin forgetting the lyrics erm... this is really awful
1129,  @nrr9565,What’s the name of the girl one with the purple hair?️
1130,  @Leoni-iv8hh,아무리 일본 진출 목표여도 실력좀 보고 일본 멤버들 뽑았으면. 트와이스나 르세라핌 둘다 일본 멤버들은 댄서임?
1131,  @josgoi8992,채원이가 노래젤낫네ㅋㅋㅋㅋ  사쿠라 윤진 카즈하는 마니부족하네
1132,  @user-tu3zg8lh8r,채원이 빼고 나머진 가수도 아니네 ㅠㅠ 이건 너무 심하잖아
1133,  @zhangha0center,김채원은 잘함... ㅎ
1134,  @user-bb7et6wj2x,R.I.P
1135,  @beabaepea5576,nah it's not that terrible
1136,  @Aheng95,THERES NO HARMONISATION LOL
1137,  @Haris4024ever,poor garam 
1138,  @user-ix6kw9jg2z,근데 제가 팬은 아니지만 쿠라는 못하는게 맞는거 같은데 다른 멤버들은 음이 그런거일수도  있지 않을까용? 원본 들어보면 그런거 같은데..
1139,  @user-cn9fx9ep9s,빌보드 1위한 지민 보단 잘하는데 ㅋ
1140,  @user-nu5bb8fn3v,3:15
1141,  @GUDOK9,3:15
1142,  @cheoeum-cheorum,아이고...
1143,  @user-qz8ml8mh2y,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개그콘서트 부활햇냐?
1144,  @jk_bro9377,노래방....
1145,  @humanj2668,잠깐 너무 못하는데....
1146,  @user-mx7hu9od5f,이그룹이 그 김채원 혼자 있다는 그 그룹인가요???
1147,  @blue_foot,"근데 여긴 메보가 누구야,,? 카즈하는 그래도 랩할때는 잘하는거 같음"
1148,  @Chy_x11,그래두 홍은채는 어느정도 잘하는거같은데..? 적어도 카즈하 사쿠라보단..
1149,  @user-ip5nt4jm6y,김채원이 멱살 끌고 가는구나 ㅋㅋ..
1150,  @sungmin907,외국인 댓글 번역누르기 겁나서 못 누르겠다 ㅠㅠ
1151,  @samyongjung1384,같은회사 방탄은 지우더만 애들은 안지우네
1152,  @momhka,탈덕합니다… 카즈하 / 사쿠라 팬으로서 너무 창피한데요 안타깝기도 하고 충격그자체
1153,  @azrasevimli8905,Bro get Sakura and Kazuha out of there. They ruined the whole perfomance. 
1154,  @user-wf1ju3ql8b,채원씨말고는 다
1155,  @user-qu5ux2ue2z,아니 근데 르세라핌 라이브 원래 이랬음? 피어리스 때 잘하지 않았나...? ㅇ...왜 이렇게 된 겨.. 아 물론 사쿠라는 원래 그랬던 것 같음;;;
1156,  @user-dh2pz5sw4k,아니 컨디션을 떠나서 기본적으로 그냥 노래를 못하는데?
1157,  @user-bg3fv9zx3h,카즈하는 딱봐도 긴장을 심하게해서 목에 힘이 많이 들어감 소리를 먹어서 듣는사람이 다 불안함은채는 별로라는 사람 많은데 뭐가 문제인지 잘 모르겠음..내가 듣기엔 ㄱㅊ은데허윤진이 보컬 중심이라 생각했는데 의외로 라이브가 불안한듯 채원은 그냥 무난사쿠라는.. 춤은 늘어도 보컬은 어떻개 안되나봄 사쿠라랑 카즈하 이어서 부르는 부분때문에 앵콜 논란이 심해진듯.. 채원빼고는 라이브 연습 좀 해주라
1158,  @user-kz7rf4bm5f,참 이게 현실이라는게 어이가 없었다. 솔까 사쿠라 겁나 노력해서 잘하는줄 알았는데 카즈하도 라이브 폭망이고 참 가수라기 보단 그냥 퍼포먼스 그룹이구만. 하이브 겨우 이정도 밖에 안되나? 혹시 방탄도 거품이냐? 설마 아니겠지? 챙피한줄 알아라 좀.
1159,  @user-ns8hp4uh9h,쿠라 akb때 보컬 연습 잘못받아서 못고치는건가
1160,  @user-sf5vk7bk8r,아으 다른건 모르겠고 진짜 사쿠라한테 영어 시키지 마라...get started를 겟싸리라고 발음하는건 뭐냐 대체...
1161,  @user-st5yb7yf7t,다같이 선넘어 같이 은퇴해라
1162,  @shortliveforyou,축하하긴한데 이건 아니잖아...ㅠ 라이브시스템문제라고해줘..
1163,  @user-ec5vq5en1q,사쿠라랑 카즈하는 진짜 충격이네...은채랑 채원이는 더 성장한듯윤진이도 중간중간 음정 흔들리는게 보여서 아쉬웠음사쿠라랑 카즈하는 다른것보다 보컬 연습부터 시키자 제발
1164,  @Lxvizi,Sakura her vocals weren't really stable 3:16 - 3:20
1165,  @user-ou6tp5ze2x,괜찮아 노래연습민 조금만 더 열심히 하면 될 거에요
1166,  @user-tl7ky1un6x,허윤진은 전거만 빼면 음원이랑 거의 비슷하네
1167,  @BOI-mu9uc,1:52
1168,  @user-bb5tw2wc7v,노래를 잘 모르지만 다 같이 부르는 부분은 너무 오글거려요ㅠㅠ 나랑 같이~ 이 부분ㅜㅜ
1169,  @aimanramli4418,Omg whats happened to Sakura. Her voice terrible. Poor her
1170,  @user-ty3xr8lr5m,노래 완전 불안정해....다들 노래 잘하는 것처럼 말해서 진짜 잘하는 줄 알고 있었는데 끔직ㅎ...
1171,  @baekhyunskrrt,3:16 LMFAO what is  this?
1172,  @jasmine2.043,0:24 who is the guy on the left
1173,  @Aheng95,What happen with idol this time 
1174,  @user-np4yz2hq6u,3:08......헐
1175,  @csaascasc-jz9fb,사쿠라 다이어트어쩌구 하면서 데뷔 10년동안 억울하다고 우는영상 있는데 존나 웃기네 10년동안 노래는 연습 안하냐 살빼서 몸매보여주고 얼굴보여주는게 나쁘게 말하면 가수가 아니라 성상품화 대상이노
1176,  @qowunw_18,님들 두 번째 1위 앵콜 무대 보고 와봐요 피어나 아니고 억빠 아닌데 저 때 첫 1위 너무 울컥해서 저랬다는데  사쿠라는 부족한 것 같긴 하지만 제발 보고 와서 댓글을 달든 해주세요 ㅠㅠ
1177,  @user-qm4li7qq6n,와 사쿠라는 10년을 넘게 했는데 개음치가 따로없네;;; 노래는 걍 접어라
1178,  @maybe0202,혹시 틱톡커인가요?
1179,  @ooi_10,즈하야 랩만하자..
1180,  @chlchlckck,?은채 괜찮은데
1181,  @Lina_1733,Это было ужасно
1182,  @zunoh5438,노래를 못하는데 어떻게 가수가 된거야
1183,  @AllenChibi,I'm sorry but why didn't Sakura become actress or model instead.... She is beautiful but maybe... She isn't supposed to be a singer.
1184,  @Dev-cw7cn,"Sakura, honey, NO"
1185,  @kangenngegame6636,Ada apa dengan suara mereka
1186,  @rabielamrabet1533,Unforgiven yes my ears are bleeding
1187,  @drawingyou6123,Lol
1188,  @subin3256,카즈하 홍은채 사쿠라 다 심각하지만 사쿠라가 제일 심각한 듯 발음도 그렇고 음정도 그냥 다 심각함…
1189,  @whydoineedaname11,"Wow. The vultures come out when groups are supposed to be having fun. Like, a lot of y'all should really spend more time on you instead of caring what people sound like when they aren't supposed to be in super serious performance mode. I'd wager a large portion of the crap comments here are just from fans of other groups that just wanted to jump on a hate train thinking it's going to somehow help whoever it is you like. Grow up."
1190,  @user-du9vz3vq3o,2명 뭐하는거임..1명은 괜찮은데 음정이 좀 불안하고
1191,  @user-ki1sk2qe9b,3:15 진짜뭐라는거냐
1192,  @Cuty100,독기품고 열심히 하세요....불안해서 못듣겠음 ㅜㅜ
1193,  @user-kt1ss6tm5f,카즈하 가수맞음?... ;;
1194,  @yowhat3013,the comments ouu that’s not-
1195,  @hessosick7631,떼창할때 마다 삑사리..
1196,  @user-mc8wb6mv2m,아이돌이야 뭐 노래 잘해도 아이돌이고 못해도 아이돌임. 가수가 아님. 뭔 실력파 아이돌이니 뭐니함 아이돌은 걍 엔터테이너. 노래 하나로 먹고 사는 보컬리스트도 아니고 기타 하나 매고 전국을 유랑하는 싱어송라이터도 아니고 아이돌은 아이돌일뿐.
1197,  @user-dc6hp9cy7x,전체적으로 경진된 것 같은데 본무대도 경직된 상태로 하는거야?
1198,  @Minyuhyun,와 얘넨 진짜 존나 심각하네
1199,  @user-qr9lg4nh2b,은채랑 카즈하는 나름 괜찮은데...??사쿠라가 제대로 부르는 부분이 거의 없는듯
1200,  @nadaka-ro2js,저게가수야?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1201,  @user-dw4ye8kl5z,근데 일본에서는 귀여우면 됐다 이런 느낌이라 사쿠라는 일본에서 활동했을때는 노래 실력 진짜 안 좋았을 거고 연습도 안했을거 같음
1202,  @amianime05,Something wrong with kpop industry. 
1203,  @cashkobliss,Dance performance so perfect bus singing are horrible....
1204,  @liz7997,김채원 허윤진 홍은채가 실력파지 사쿠라 진짜.. 얘네 언제는 실력파라고 했잖아
1205,  @claudia-sd4ce,This is so hard to watch.. excep for the short hair girl.. wonder how they felt after that...bruh
1206,  @raeinroserainbows8115,They're running out of breath just singing and how do we expect them to perform like while dancing...They should be ashamed singing like that as winner when other groups would have probably sang better encore if they had won.
1207,  @user-iv1ng6cz8z,솔까 사쿠라랑 즈하에 묻혀서 그렇지 은채도 그닥
1208,  @gens0kyo,"somehow the full video is worse, unfortunate."
1209,  @mooglesuna,well
1210,  @angelf722,They’re not even dancing please. Don’t embarrass ussss
1211,  @suminlee343,01:59사쿠라는 첫소절부터 왜저러는거죠;;?
1212,  @user-cl5cv4ep4r,사쿠라는 목소리 염소같애
1213,  @user-sw5ig9yq1x,허윤진도 ㅈㄴ 못하는구만
1214,  @mineeralwater6477,Ini agensi yg salah kasih lagu yg sesuai dengan kemampuan mereka atau membernya yg emang ga bisa nyanyiin lagunya?
1215,  @Roselia117,이런애들 데뷔한다고 여자친구 버린거냐 ㅋㅋㅋㅋㅋㅋㅋ
1216,  @trusfrated_moa,im sorry but sakura ruined the whole performance like wth. i love le sserafim but sakura's singing. unforgiven 
1217,  @user-vr8ks2vo5q,평타치:허윤진 김채원하타치:홍은채ㅆㅎㅌㅊ:사쿠라 카즈하
1218,  @user-nr2yn1dl1s,원영이가 몇명이니
1219,  @user-zy7uz4wy4g,하이브 해명해라 사쿠라 카즈하 왜 넣었음?
1220,  @ssyysy,우리반 여자애들이 더 잘부르겠네...
1221,  @user-qw8fb7kt7w,ㅋㅋㅋㅋ 뭐하누 3:38
1222,  @mubashsherafirdous1744,Tbh kazuha slayed but 3:33 this part is kinda bad
1223,  @ahnbinnakdo,"후렴구 부를때 음이 안맞네,,"
1224,  @user-yk5dl7zd9h,심하다 진짜..
1225,  @user-mj5vz2qn7l,ㅅㅂ 머 학예회하는건가 ㅋㅋㅋㅋ
1226,  @pubgharamasu5144,After seeing this sakura should leave the group not garam
1227,  @ATMOSPHERE-qo2lf,아현 미만잡
1228,  @jinishaji7,People commenting on their vocal skills and all even tho they are doing nothing laying in bed with phone... Keep going...///Jealousy jealousy///
1229,  @user-gk6ps8wo3t,3:16 이거 맞냐?.....
1230,  @mom8752,멤버하나같이 다못부르고라이브하니춤도1도안추고예쁜척하기바쁜 아이돌이 1위라니...k팝 다죽었네요
1231,  @angelf722,I love their music but after this i realise it’s all auto tune. typical hybe
1232,  @user-uh5xm9hc3p,니뽕애들 ㅋㅋㅋ 진짜 답없음
1233,  @user-yb7vc2dr1f,채원만불르는게...
1234,  @bluemoon2724,Why is it the comments filled with weird username. Haters? 
1235,  @Harry30Kane,하 외국인들이 이거 본다고 생각하니 개쪽팔린다..우리나라 가수 수준이 다 이따구인줄 알겠네 에휴....보기도 민망하네
1236,  @user-cj5jm6ix7o,노래를 하도 안불러서 가사도 모르네
1237,  @realyaya7397,Ini yang jelek mic nya atau ...
1238,  @user-ro7ql2fr1s,앵콜하는데 벌벌떠네 애들이
1239,  @user-fn8ew6qi8m,가수 ㄴㄴ 아이돌 ㅇㅇ
1240,  @jh8132,한두명은 일반인 수준같긴한데 그래도 참사 수준은 아니네 ㅋㅋ
1241,  @1li567,어머 ㅋ 아이브보다 더 최악인데?
1242,  @huangmaobaimao,My ears are bleeding 
1243,  @user-hy2iz7zj5s,사쿠라 카즈하 제외하곤 은채는 평타치고 채원 윤진은 엄청 보컬 실력이 좋음 다른그룹 가면 메보 리보 씹어먹을 실력인데 윤진 채원을 보컬실력으로 까는건 문제있음 카즈하는 사쿠라보다 잘하는게 랩하고 보컬이라도 잘하는데 사쿠라는 보컬 실력이 카즈하보다도 떨어짐 완전심각한수준임
1244,  @nisa13,3:35 also she messed up
1245,  @qkd4808,진짜로 내가 백배는 더 잘부름 ㅋㅋ
1246,  @user-ct8pt1lv3o,사쿠라는 가사에서 본인 커리어까지 운운하던데 보컬이 너무 ㅋㅋ 그리고 저 그룹색에 진심 너무 너무 안맞음
1247,  @adorable7496,일본 멤버들 심각하네......
1248,  @Love.Seongjae,허윤진팬인데 이런말하긴 좀 그런데 허윤진은...마마무 러블리즈 여자친구 엔믹스 에스파 가면 메보 절대 못함여자친구 가면 서보 신비랑 맞먹고러블리즈 가면 서보 지수랑 맞먹고마마무가면 문별보단 잘하는데 화사 솔라 휘인보단 못함->>한마디로 서보에스파가면 카리나보단 낮고 지젤보단 높음->>서보엔믹스가면 규진보단 높고 설윤보단 낮음->>서보르세라핌은 역대 걸그룹중 실력개처참함 ㅋㅋㅋㅋㅋ희망즈 허윤진 김채원도 위에서 언급한 그룹들가면 서보선에서 컷...근데 허윤진 김채원이 노랠 못하는건 아닌데...메보급은 아님..잘 춰봤자 리보가 최선임..김채원은 최대 리보급인데 허윤진은 리보도 약간 애매한것 같음..
1249,  @doel8126,너뮤 욕울 먹어서 보러 왔는데 사쿠라랑 즈하 보컬 빼고 나머지는 나쁘지 않은데
1250,  @itsme.1919,the song is good but.....
1251,  @Trt-un7pn,가사도 정확히 모르는거 같은
1252,  @seohee_09,3:15 이거 맞는거임?
1253,  @Kmj0205,사쿠라는 가수 몇년째하는데 노래가 발전이없냐 에혀
1254,  @xjsdltdjq,르세라핌 좋아했는데 실망함  ㅠㅠ
1255,  @user-ys6eu1un8d,엄청 못하는것도 아니구만...존나내려까네
