Unnamed: 0,아이디,댓글 내용
648,  @user-bt8xs7cz7c,이서유진이리즈가 가장 안정적이고 가을은 노력한만큼 보이긴 하네
649,  @IVE_LOVE_All,아이브가 1층 더 성장했어ㅠㅠㅠ 원영이랑 이서 예전에 비하면 엄청 잘하는거ㅠㅠㅠㅠㅠㅠ
650,  @rinfela7132,just know that they can't always sing stable bc thier dance need to be perfect as well
651,  @Ditto-lx1fc,원영이는 저음 위주로 파트 앞으로 줬으면 좋겠다
652,  @user-vl5ht7qj5i,리즈님이랑 유진님은 원래 잘하셨지만 이서님은 정말 노력하시는거 같아요
653,  @2young553,와.. 대박 소름돋네요
654,  @7seo939,리즈 짱
655,  @JIPCHACK-GWANGGONG,첨에 데뷔할땐 아이브의 정체성이 장원영+이서 이렇게 생각했었는데 이 노래듣고 바뀜... 아이브 정체성은 안유진+리즈다.....
656,  @Kimcream_kitty,이번 노래는 너무 만족스러워요 리즈 파트도 많이주고 그러니까 너무좋네요 그리고 리즈 살도 많이 빠졌고 노래실력도 좋으니 없는게 뭔지모르겠어요ㅋㅋ
657,  @user-ti7wn9on4l,リズが凄すぎる。
658,  @HDEOR,리즈 머싯쪙 항상 그렇게 멋있어야해!
659,  @user-ut4gc5or1q,안유진은 진짜 만능이구나
660,  @swwksp9936,유진이랑 리즈가 대박이네 ㅋㅋㅋ 이서도 많이 성장한듯. 장원영파트때는 고음할때 입만 뻐끔거리고 안유진이랑 리즈가 부르네
661,  @EON._0916,저거 워녕이파트 아님
662,  @user-qw2bt4wf7j,장원영 목소리가 젤 크게 들리는데..?
663,  @swwksp9936, @user-qw2bt4wf7j  진심으로 말하는거임?ㅋㅋㅋㅋ
664,  @user-qw2bt4wf7j, @swwksp9936  님이 장원영 목소리 모르는게 아닌이상 안들릴리가 없음... 그래도 안들린다 싶으면 어제 한 아이엠이랑 키치 무대 보고 오셈 잘들림
665,  @7n871,저거 장원영 파트 아니고 그냥 장원영이 센터 스는거임 이서도 저런 식으로 파트 섰고 안 그러면 대부분 유진리즈만 해서 파트 안 맞아서 또 말 나올게 뻔하니까 ㅇㅇ
666,  @user-uo3oi4wr8w,진짜 나노단위로 까네...후렴에서 비쥬얼센터가 센터쓰는게 뭐가 꼽노?
667,  @user-du3rc4mq5y, @EON._0916  원래는 다같이 불러야하는 파트인데 안유진 리즈만 부르고 있는거임
668,  @just_student07,장원영 진짜 늘었네 놀랐음
669,  @junghc0321,"메인보컬 : 안유진, 리즈  리드보컬 : 이서 완벽하다."
670,  @user-om7oy6nx9r,リズちゃん上手、、、！
671,  @user-mz4vl4ii3v,리즈 역시! 
672,  @danieldavid79,원영이 최선을 다하는 모습이 너무 좋다~^^ 원영이는매일 더발전하는 모습으로 항상 나타나주네 원영아 힘들면 쉬면서 가두데 처음부터 잘하는 사람은 없잔아~ㅎㅎ 그래도 너는 완벽한 아이니깐 걱정하지말고 알겠지? 고마워 원영아~ㅎㅎ 나는 아이브 앨범 사러 가야징
673,  @JENNIEKIM-lr8fc,이게 잘한다고 칭찬받을 정도라니…..리즈가 그나미 질하는거 같은데…아이돌 노래실력이 하향평준화된건가….
674,  @user-jr7fm5bj3r,안유진이 젤 잘부르는데
675,  @JENNIEKIM-lr8fc, @user-jr7fm5bj3r  아 짜증나
676,  @kiteeeee,왤케 잘해;;;
677,  @purin.lovely,리즈가 진짜 잘한다... 극락
678,  @user-od5qe8ei9s,リズ、ユジンすごい！イソもパート増えたのに安定している
679,  @user-nb5lv9nr3r,리즈 엠알제거 했는데 저정도면 진짜 대박
680,  @user-kq4xf1mt5q,리즈멋있다..
681,  @user-uf9xf4vc9k,실력변화는 이서가 가장 크지 않나....엉마나 연습을한겨
682,  @user-pe1bn1ve3c,리즈 안유진이 먹여살렸다 진짜 이번 곡으로 아이브 라이브로 까기는 쉽지않겠네
683,  @byebye4449,리즈는 음 올릴때 더 안정적이네리즈 파트 많아진거 너무 좋음 ㅠㅠ
684,  @LilSubutex,2:20 YES YUJIN FLY UP!!!
685,  @user-teddy_Bear,유진도 고음은 라이브 안하는데 리즈는고음도 라이브 하네 ㄷㄷ
686,  @US-pl3ut,유진 리즈 둘이서 후렴 부르는듯 ㄹㅇ 잘하네…유진이 ㄹㅈㄷ다
687,  @user-ug9gt1ot5w,짜란다 아이브~~~ 오늘 음방은 엠카와 다르게 소리가 잘 안들려서 첫주라 ar 깔았나 헸네 무튼 아이브 라이브 잘한다~~~~~~~
688,  @gurnoorkaur6160,Lessoo slayed no cap
689,  @marianne9221,"Lets be honest, IVE is still a vocally weak group. However, they have shown good improvement, and we should praise them for stepping out of their comfort zone! This is their best song in their entire discography so far imo! Also, more 4th gen groups should follow their example and start challenging themselves vocally"
690,  @mawhite5981,다 잘해
691,  @user-zc6zu5mq2w,리즈 이서 유진 대박 …
692,  @ten5369,yujin liz leeseo
693,  @user-cs8wh1tt6c,진짜 잘하는데? 라이브로 억까하면 안댐
694,  @user-ye8pk5yt3d,고음부분 리즈가 같이 더블링 다 해주는듯 개쩐다
695,  @szxcv,이서 애기 짱️
696,  @user-zv5vw9wr4h,リズイソ最高！！！！
697,  @user-wo3ux1wd1r,워 대단하다 미쳣다 넘 잘하는데
698,  @yxxnx,리즈 유진은 전설이야
699,  @line6383,노래를 두 명이서 다 부르네
700,  @kmbaby12,The whole chorus is yujin and liz carrying
701,  @t....9895,야... 리즈 유진 ...... 솔로로 둘다 대뷔 해라.....
702,  @svnoos,wow liz is crazy. not a fault seen
703,  @user-jl8wt3bj8i,이러니까 내가 아깽즈를 제일 좋아하지.. 유진도.. 잘부른다..!
704,  @kimberlyperraudin9493,Liz and yunjin 
705,  @ravengaon1234,No. It's Yujin. Yunjin is Lesserafim Member.
706,  @user-lv1bc9vp9u,리즈 유진 캐리 ㄷㄷ
707,  @yeon5762,"특히 장원영, 이서는 스트로베리문으로 그렇게 혹평 들었는데 당연히 잘해야 된다고 더 이 악물었을 거임 데뷔하고 그런 무대가 생긴다는 건 좀 이상하긴 하지만 뭐 발전할 거니까 응원함!!"
708,  @etudechopins6429,ㅋㅋㅋㅋㅋㅋ 진짜 입뻥끗뻥끗 하는거 볼때마다 웃음벨 대리수치ㅋㅋㅋ
709,  @helloanh5674,장원영뺴고는 전부 잘하네... 잘하는정도가 아니고 소름돋았다.
710,  @adorable5483,와 이서 많이 늘었다 ㅠㅠ데자뷰! 하면서 진성 나올때 놀랐네
711,  @adorable5483,1:15 아 여기너무좋ㄴ다
712,  @evamakri9694,That's what you call an mr removed!! Finally! In othee videos you can clearly hear the backtrack!
713,  @user-rr7cg2sf4z,리즈 유진 
714,  @sumi7776,Liz is the only one can sing live 
715,  @dragon_sun,첫방라이븐데 심지어 잘한다!
716,  @user-iq8sd3zg4e,이서님  너무 예뻐요
717,  @user-nk1xg6he5v,"안유진도 잘 부르는데 성량, 안정감면에서 리즈 넘사벽이네 ㅋㅋ"
718,  @imokay7970,Keren bangettt!!! Makin stabil guys Boleh ngga sih berharap ini SOTY  harus SOTY sihh ini. Bahkan albumnya juga berharap bisa AOTY. Lagu²nya bagus lhooo 
719,  @guinnsellina,"Pengennya gitu juga. Tapi mengingat aespa mau comeback, le sserafim juga, nj apalagi. Bahkan seventeen juga. Nominasi soty banyak banget pastinya nanti. Berdoa aja yang terbaik buat ive"
720,  @imokay7970," @guinnsellina  Iyaasii, berharap malah bisa AOTY albumnya  Doa dan usaha dikencengin nanti. Tahun lalu bisa SOTY, tahun ini bisa AOTY  udah waktunya gen 4th bersinar"
721,  @user-fi5yv8zz3r,이서 유진 리즈 짱잘하네
722,  @user-tq9tf3bu2s,원영아 이서도 라이브 저렇게 잘 부르는데 넌 여전하구나. 표정으로 노래부르는 인형
723,  @spp4078,와 이 높은걸 라이브로 해내네
724,  @hjh3218,센터는 누굴 비추는데 입만벙긋 다른 멤버들이 다 목터져라 부른다 엔딩은 진짜 어이가없네
725,  @Cockle_,라이브 많이 늘었다 리즈는 진짜 질하네
726,  @bigbabarian7449,안무하면서 음이탈 안하는것도 놀라운데 보컬 수준이 이렇게 뛰어나니블핑 다음 주자로 손색이 없네 블핑 다음 주자가 어떤 그룹이 될지? 아이브 르세라핌 에스파 핍티핍티 공통점은 리드보컬이 탄탄한 그룹
727,  @byliiliiilii4490,리즈 기대에 못 미친다는 사람들은 귀가 안들리나?ㅋㅋㅋㅋ 후렴싸비 더블링 치는것도 다 리즈가 하는건데 뭔........ 전반적으로 다들 폭풍 성장해서 온거임 원영이는 저 몸에 큰 성량을 기대하는거 자체가 무리일 것 같기도 하다...
728,  @vnapryl23,Wonyoung really improve a lot .. 
729,  @chanlovelight,Improve where? Girly didn't even try to sing 
730,  @vnapryl23, @chanlovelight  so what a problem? For me she was improving a lot
731,  @user-yx8oz4ny5x,유진 리즈 개쩐다.. 이서도 열심히 하고 나머지는 음…
732,  @doster3,유진이 진짜 작정하고 지르네
733,  @jeikeumako,"Must be hard for Liz and yujin trying to carry the highnotes but they sang it like they don't break a sweat, it's nice to see that gaeul and leeseo is singin too, idk but wony tho... She's ok "
734,  @lavienrosewon8811,Wonyoung have least lines and only low notes
735,  @jeikeumako, @lavienrosewon8811  and your point is?
736,  @lavienrosewon8811, @jeikeumako  why you should sing lourder low notes when this is low...
737,  @xelirsaart9761,​ @lavienrosewon8811  right..she obviously singing
738,  @mysticoncedive,She is obviously singing live and sounded great in her prechorus. Y’all are so demanding only when it comes to Wonyoung.
739,  @user-ko6pz1cg7j,ほんま泣きそうになる笑笑なんか感動する🥹🥹
740,  @user-wj7ht2ss4z,이서가 레이파트를 소화했네!!
741,  @user-xs2pe1vx9y,암만들어도리즈다음에유진이바로부르는 파트는 축복에 끝이없다
742,  @savechuuNOW,이서는 진짜 연습 조금만 더하면 진짜 잘 부를듯 지금도 잘 부르는데 연습 조금만 하면 진짜 ㄹㅈㄷ 찍을듯
743,  @user-xw2ne8wc6u,아직 고등학교 1학년임. 앞으로 더 잘하겠죠
744,  @user-bm4pl1bj8e,스트로베리문 립싱크 논란 이후로 연습 개빡세게 한 듯
745,  @savechuuNOW, @user-xw2ne8wc6u  성장하는거 보니까 너무 행복하네요
746,  @savechuuNOW, @user-bm4pl1bj8e  ㅠㅠ
747,  @koirvne,"Is that really Gaeul singing that super loud DejaVu, Please tell me it is!"
748,  @nandytogbf2369,It's Leeseo.
749,  @adorable5483,"리즈 역시 메보고,,유진이 스케 개많았을텐데 그 와중에 연습많이했나봄 ㅠ 목소리 탁트였네"
750,  @eon9930,근데 이서 성량 진짜 크다
751,  @user-eu8dp6vk4t,원영이 성량이 작아서 잘안들리는데 ㅠ부르긴 하는것 같다 앵콩라이브에서 보여주자 원영아!!!!!!!
752,  @xexxix7885,다 실력이 많이 늘었네 이를 간 듯
753,  @user-ed7pc8pc3r,원영이가 정말 많이 발전한듯
754,  @lavienrosewon8811,The haters or people commented about wonyoung's vocal...you know low notes re stay low no lourder...won get only low notes no high notes and true lineMany members did skip their parts anyways
755,  @user-ph1uh5cs1f,"진짜 잘하는건 유진이 리즈 둘이고, 이서도 본인몫은 해서 대견?함 ㅜ"
756,  @johnnyblue9225,리즈 유진 이서 무엇....
757,  @user-un5tp7qn3f,이서양 잘한다~ㅎㅎ
758,  @user-zb1ww4pu4m,솔직히 리즈 유진이는 떡상 해야함
759,  @jeanny5073,Todos cantan en vivo menos Wonyoung y lo que canta es bien poco deberían de darle mas oportunidad de brillar a los demás porque con esta canción brillaron
760,  @lavienrosewon8811,"Wonyoung sing lower notes ..this is totally normal she sing no lourder...girlWake up ,wonyoung have least lines here"
761,  @jeanny5073,Pues ya era hora .. porque con esta canción las demás brillaron y fue bien repartidas las líneas …
762,  @user-jp5gk7om5u,음.. 너무 이쁘다
763,  @songsong.92,가을이랑 이서는 음치가 확실함...
764,  @lotusflower668,LIZ LIZ 
765,  @zero897897,우리 강아지 노래 잘하는 거 아무도 모르는 사람 없게 해 주세요ㅜㅜㅜㅜㅜㅠㅍ
766,  @Dalguna_cute,이서랑 리즈가 제일 열심히 부르는듯 다른 멤버들은 다 고음을 피하네..
767,  @Haeyeon.,리즈 고음부분 음원하고 존똑임 리즈도 그렇지만 아이브 다 실력 늘었음 월래 탈덕하던 사람도 돌아오게 하는 마법이라니깐 ㅎㅎ
768,  @user-yz1qo1gm2h,이서 왜케 잘해
769,  @user-ss5un5jb4f,유진 잘부르네?♡♡♡♡
770,  @Runaway-rb8ou,유진아 뭔가 각성한느낌이다
771,  @kd7538,"오늘은 후렴에서도 장원영 음색 잘들리는데? 고음은 가성처리지만 판타지, 갤럭시는 부름."
772,  @jung4363,좌표좀
773,  @kd7538,​ @jung4363  유진이 성량이 커서 묻히긴 하는데 1절후렴에서 작게 들림
774,  @erinn5180,리즈 대박
775,  @sodamcho3542,다들 눈빛에 독기가 그득그득한게 그동안 얼마나 독기품고 했는지가 느껴진다 괜히눈물나네
776,  @user-ve4nu8yf3y,지렸다
777,  @kameliasafitri424,"Tau gak kenapa banyak banget yg nonton MV removed Ive di banding idol yg lain ? Selain emng mereka terkenal banget ya karna banyak haters yg mau cari cari kesalahan Ive sih,untung nya semua member emng berbakat "
778,  @littlecherrybloosom9950,"Kalo gw sih krn pengen denger suara live-nya Liz karena dia banyak belting notes. Soalnya pas nonton performancenya dia effortless banget, ga kesulitan, ternyata emang bener bisa belting santuy banget. Sebagus itu suaranya masih banyak dive yang berani komentar ‘Liz bukan official main vocal IVE’. Kan gedek banget gw bacanya secara Liz bias gw sejak debut "
779,  @user-fd6lw3nh3w,이서야 고생했어ㅜㅜ
780,  @user-co5uv7ex5j,장원영은 .. 가수 맞나
781,  @szkim2386,사람들이 아이브 라이브 실력 걱정하는게 괸히 그런게 아니더라는.. mr제거 안해도 음방무대보는내내 머 저런실력이 있나 싶던데
782,  @kangduck_531,후렴구부터 계속 소름돋아서 닭살 레전드로 돋음
783,  @Roh_Heung_Min,음색 : 리즈 > 유진 > 이서 가창력 : 리즈 = 유진 > 이서춤 : 가을 > 원영 = 유진 = 리즈 > 이서 > 레이랩 : 레이 > 가을비주얼담당 : 원영 > 유진 > 이서
784,  @user-ol6ii2cd7t,리즈 유진 너무기특함 이서도 아니 걍 다 전체적으로 개많이늘음
785,  @YuviFauzziah,Gaeul too 
786,  @user-tc3hy4fw4q,리즈 1:13오진다 …음원같아
787,  @skfirjeh2311,다들괜히아이돌이아님 다대단해요
788,  @Jakcie3553,얘들아 사랑해 
789,  @user-gk6ps8wo3t,전보다 많이늘었다 아이브
790,  @jaeyounchoi5622,지원이 사랑해
791,  @user-vb4hp8xn1c,유진 ️
792,  @user-dv9jh5pq2p,원영이 많이 늘었구 이상태로만 가자!
793,  @steffaisle4059,"Liz carried , Liz support Yujin is so perfect"
794,  @Ns-mk5um,리즈 너무 잘한다장원영도 라이브 좀만 더하구 찡긋하는것만 더 줄이면 완벽하겠네
795,  @nyu-chan3138,Liz ate that up!
796,  @flymetothegom,유진이한테서 태연 목소리도 들린다.. 리즈랑 유진이는 말할것도 없고 이서 너무너무 잘해서 이뻐ㅠㅠㅠ
797,  @user-rw7sj8de2s,원영이 파트가 두개밖에 없어서 그렇지 다 부르네 담주는 생라로 아예 실력보여주면 좋겠다
798,  @user-zo7ci9vp2g,0:58 후아이엠 여기 리즈랑 안유진인가? 냅다 고음질러버리는데 개잘하네 ㅋㅋ
799,  @user-to5cc8wh7c,이서도 전보다 많이는거 같고 유진하고 리즈가 확실히 잘하는듯…
800,  @user-wu1tb3qt2b,리즈 유진 이서 너네대단하다 !!!! 잘하는애들이엿어 !
801,  @user-ed3ts4lu2s,다들 잘하네
802,  @Djdnnjd,I CANNOT HEAR WONYOUNG’S VOICE IN THIS SONG
803,  @user-ru8tz3qp1j,와 데뷔때 그 라이브 못한다고 욕 먹던 아이브가 맞나 싶다소름 몇 번 돋았네진짜 악착같이 하는 그룹은 여기 있었네
804,  @user-vj5gy8sl7j,"장원영 잘만 부르는데 귀가 먹었나 왤케 장원영을 싫어하는거임ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아이엠에서 장원영 파트가 애초에 젤 적고, 맡은 부분도 저음임. 리즈나 유진이급은 아니더라도 1인분 잘 하는구만 끝도 없이 미워한다는거 또 느끼고 감ㅋㅋㅋㅋ"
805,  @user-co3iq7by8m,원영이가 완벽해서 억까충들이 생기는거지 뭐~ 차피 욕해봤자 지들 인생은 평생 밑바닥이고 원영이는 정상을 향해 계속 나아갈 예정 ㅋㅋ
806,  @Nuclear_Launch,​ @user-co3iq7by8m  ㅇㅈ
807,  @Sunflower-sg1it,Uu can tell Liz is so talented. And yet they over look her
808,  @user-qk2md8hd3z,리즈 유진은 말할것도 없는데 이서도 잘하는거 아님????
809,  @user-oc5qn2zu7d,워녕갓기야.. 
810,  @_erish,2:04 워뇨도 진짜 많이 늘었다 ㄷㄷ
811,  @user-ot1jq2jk7o,リズ流石ね️
812,  @usfneoxnwpznwj,1:11 아 리즈 음색 ㄹㅈㄷ
813,  @user-no7se8mm8o,리즈 미쳤네ㅋㅋㅋㅋㅋ
814,  @RandomUserX99,So they rest their voice until the chorus; I think that's a great strategy.
815,  @toricona,잘한다잘한다 이서도 넘잘하네진짜. 그리고 원영이는 노래못해도 돼. 원영이 얼굴과 표정이 이미 무대에서 너무 큰 역할을 하기때문에.
816,  @user-mb1od6kl6d,イソがレイのパート歌ってて感動する
817,  @user-qh5ji3fu3b,최고
818,  @user-dw1vt5vi7q,댓글을 보니 아무리 성장하고 발전한 모습을 보여도 까는 댓글들은 항상있네 잘한다는 거에 대한 기준이 사람마다 다 다르기때문에 뭐라할 순 없지만 발전한 멤버는 실력이 늘었다는 사실을 좀 인정해주면 안되는거임? 본인 실력이 빌전해도 부족한 건 멤버 자기가 제일 잘 알텐데… 이번컴백때 확실히 발전한 멤버들이 눈에 띄게 보이는데도 후려치기 당하는게 내가 다 마음이 아픔..
819,  @user-fc5eb5fs8r,직캠보면 라이브 잘들려요 MR제거가 악의적으로 까라고 올리는거같네요 MR 제거가 정확한게 아니니까요
820,  @Kate-fq8kl,Bien hecho IVE 
821,  @user-tm9ti7ve2x,원영이 진짜 많이 늘었는데 리즈얘기에 묻혀버렸넹ㅎㅎ아이브 점점 성장하는 아이돌인 거 같아서 왕호감♡
822,  @You_Can_Stay,전체적으로 다 늘었다
823,  @biggerchu,리즈 안유진 이서가 살리네
824,  @user-uh5ct6ko3g,잘한다
825,  @rakkiice4487,Liz jelas banget suaranya
826,  @arzis98,Bening banget
827,  @arzis98,Yujin jelas juga sih.. Cuma dia lebih power suaranya..
828,  @guinnsellina,Yujin juga jelas suaranya
829,  @firmanalmuslim666,Falsetto nya aja jelas dia
830,  @GAMCA.Jab_duk,우와 원영님 많이 느셨다!!
831,  @-sss102,혹시 그전에는 노래를 안불렀나요??늘었다길래…
832,  @GAMCA.Jab_duk," @-sss102  아 아니요! 제가 설명이 조금 부족했네요,원영님 말고도 다른 분들이 좀 시원시원 해지시고 다 라이브 잘하시는데 특히 원영님이 많이 발전하신 것 같아서 쓴 댓글입니다 :)"
833,  @user-vb1zf2vn7o,원영이 많이 발전했네
834,  @minuya01,아니 노래를 부르는 부분이 없는데 도대체 어디가 늘었다는거임ㅋㅋㅋㅋㅋ존나 대리수치
835,  @user-fc5eb5fs8r,콘서트만 봐도 라이브 다 해요 엠알제거 저음파트라 잘 안들리는거가지고 욕하는거에요
836,  @GAMCA.Jab_duk,우와 다른 댓글에서만 보던 시비충이랑 싸움이 벌어지겠는걸요?그것도 내 댓글에서?!?!? 그냥.좀.칭찬하면.넘어가세요.
837,  @user-vb1zf2vn7o, @user-fc5eb5fs8r  그쵸
838,  @user-yt5nj1gp7j,리즈 유진 잘하는데 목상할까 걱정된다 목안상하게 활동하길
839,  @user-ps6um9do6t,"유진,가을,원영,리즈,이서는 아이돌하기 위해서 태어난 것 같음"
840,  @user-jt3xn4cm1f,또 첫주는 원래 ar깔고 함 다른 아이돌들도 그렇게 하는데 유독 아이브한테만 그러는 이유는...잘나가서 그렇겠지 앵콜이랑 둘째주 보고 판단하는 것도 늦지 않았다고 생각함 다들 아이브까기에 격양되어있는듯
841,  @user-km7jd2tm9g,원영언니넘이쁘다️️️
842,  @Love_ToFu,원영이 이야기가 없네.. 원영이도 나름대로 열심히 라이브 했는데..
843,  @18rlawjd18,춤이 저런데 저정도면 실력 많이 늘은 것 아님 ?
844,  @user-xr9gd3eo9z,이사 자신감 있게 하는게 보기 좋네
845,  @TXT_12O5,0:59 대박
846,  @user-ke3sr8qe4p,유진이 리즈 ㅎㄷㄷ
847,  @najamesregazatte3323,"Starting from 1:48 , You can Clearly hear Yujin sing on 2nd Chorus , she not singing de Whole song she only sing de HIGHLIGHT Part , like 'THAT MY life' , 'GALA'xy , 'Be a WRITER , 'Big big STAGE' , 'That is who i am' , im guessing Liz carry de Chorus with other since i can hear Wooyoung voice too ,"
848,  @yerin4608,리즈 유진이 이악물고 ALL파트(후렴)를 대신 불러주니까 나머지 멤버들은 고음 안 해도 돼서 욕 안 먹으려고 일부러 ALL파트로 해놓고 후렴부분 라이브는 리즈유진만 시키는듯 ㅋㅋ 고음싸개 취급..그래서 장원영 후렴 센터 세우고 파트 많아보이게 해서 개인파트는 조금만 줌 라이브 뽀록나면 안 되니까
849,  @user-du3rc4mq5y,ㅋㅋㅋㅋ나머지멤들 지금까지 늘 후렴에서 라이브 안한다고 욕먹어서 그런지 이번에 머리썼네ㅋㅋㅋ 진짜 저 둘 없으면 노래가 안나올듯
850,  @jihyun4473,리즈야 더 질러줘~~~!!![
851,  @seo_.hxe_10,팬들 응원소리 봐.............
852,  @ekwkf6826,리즈야
853,  @hyeons_00-,이제 원영이 까지 다 부르는가 감격
854,  @yeonguhkjeon4593,레이야 빨리 회복하고 다시 활동하자ㅜㅜ
855,  @tmspx579,Wonyoung did better today!
856,  @user-vg9jb9lv6f,다른분들은 참  무지 노력하시네  장원영은  뭐  이분은 확실하구먼  비주얼뿐임
857,  @user-cb7mm6hw5v,"안유진하고 리즈가 노래 잘하네. 떼창도 둘만 부르네가을이랑 이서는 평타는 치고 장원영이 부족한다 하더라도 그래도 아예 심각할정돈 아니고 지 파트는 할줄아는 정도니.개인적이지만, 아이브가 노래못하는건 못느낌. 라이브 하면 그래도 제대로 함."
858,  @nini-kv3jy,ウォニョン頑張れ....
859,  @queen-kyondu,그와중에 아이브 다른 영상들 댓글에선 다들 그렇게 외치던 장원영 여기서만 언급 없는거 ㅈㄴ 웃김 ㅋㅋㅋㅋㅋ ㄹㅇ 퀸위엔잉 낮은 음역대만 쏙쏙 골라서 했긔 ㅋㅋㅋㅋㅋㅋ
860,  @user-tk2hr1kg1b,리즈 파트 좀 많이 줘라 스타싑아
861,  @user-le5dc7zu8u,많이준다고 알못아 진짜ㅋㅋㅋ 아이브 전곡 파트 합했을때 2윈데
862,  @andronikit.896,Damn Liz 
863,  @user-ne1wx3wz6k,근데 요즘에는 기술이 좋아져서 MR 사용안하고 AR 사용해서 (AR:라이브랑 보컬을 같이 뭉처서 송출하는 방식) MR 을 사용안하는데 MR을 제거하면 라이브랑 보컬이 같이 삭제된는거임 그래서 이건 별로 확실하지 않음
864,  @user-SESANG,그래도 원영 첫방보단 더 잘들리네요!다음엔 더 기대해 봐도 될것 같음유진이랑 리즈는 뭐 믿고 보고 이서랑 가을이도 점차 늘어가는것 같고
865,  @yzxx_,유진이서리즈 잘하넹
866,  @user-sn6uo4ys1k,리즈는 음색이랑 스킬 성량 다 가지고 잇노 ㄷ ㄷ
867,  @guru..,"are you guys pretending to be deaf? you can hear wonyoung in the beginning, she’s just quieter because her part is lower… also you can basically only hear yujin and liz in the chorus yet you guys are only criticizing wonyoung for not singing it?"
868,  @diveblinkk,"I'm afraid Dive fandom is falling apart like Blink fandom. Notice how everyone is trying to drag down everyone else but not Liz, Liz stans are becoming toxic day by day and I'm sure they aren't even Dives in the first place, just want to hate on the poor girls."
869,  @user-nf5ul7gf7n,딴거 다 제끼고 빨리 앵콜이나 보고 싶네. 거기선 부르는척만 하는것도 못할텐데 어찌 나올란지. 떼창부분에서 리즈랑 유진이 목소리 밖에 안들리는데 센터에 서서 열심히 부르는척 하는거 개킹받네
870,  @hyunna0320,리즈가 캐리하는데 뭘 다 잘한데음색보정 개쩌는데...;
871,  @Roh_Heung_Min,리즈가 음색은 원탑이긴 함
872,  @chocolatbonbon0404,リズの主食はCDまさに口から音源
873,  @mm-th1hr,다른 멤버들 잘 하는 건 알고 있었는데 이서 이번에 엄청 는거 깉아서 저 애기가 얼마나 노력했을꼬 하면서 이서 엄마 마냥 대견해 하면서 봄
874,  @user-ih8lu6uj9b,아니 라이브 왤케 잘함;; 워녕이빼고 다 라이브하는거같은데
875,  @lavienrosewon8811,"I think wonyoung have more low notes here This is more hard at sing,she did well I prefer after like, wonyoung sound more her rangee"
876,  @user-hd2lc7bg6j,mr 제거에 대해서 의문이 든다 대부분의 음이 날라가는 듯하다.  이걸로 노래를 잘하는지 구분하는 것이 옳은지 의문이다. 목소리 작으면 불리하것으로 보임 바이엠핑 으로 들으면  고음과 저음으로 나뉘는데 고음부분이 mr제거 하면서 다 날아감 장원영 같이 목소리가 작은 경우는 소리가 들리는듯 마는듯 할수밖에 없는 것같다.
877,  @zyxmsw,이서 데자뷰 만 크게하는거 귀엽다 ㅋㅋㅋㅋㅋ
878,  @user-pm2hy9em7w,와 진짜.. 원영이 너무 이쁘다...
879,  @shiba-ii8el,워녕 들린다 
880,  @zyxmsw,이서 원영이처럼 소리를 얇게 안내서 좋다. 이서 음을낮고 발성을 앞을로 뱉어서 듣기 더 좋아진듯. 예전엔 완전히 원영이 음색이였는데
881,  @user-ic1sj7oh6l,음원발매하자마자 얘네 이거 라이브 어케하냐고 비아냥대던 안티들 입닫게하는 퀸들 ㅠ
882,  @user-km6ws8qk7v,원영파트를 줄이는게 더 나은듯? 리즈파트 늘리기 찬성!
883,  @uepo3968,다른 사람이 부를때 카메라 원샷 가져가는거 킹받네. 그냥 메인으로 부르는 사람 잡아줬으면....
884,  @uepo3968," @user-ym9gb4ev5y  합창이라는 단어는 노래를 한다는 조건인데, ’창‘이라는 한자어 모르죠? 모르죠 ㅇㅈㄹㅋㅋㅋㅋㅋㅋㅋㅋ 소리 1도 안들어가는구만. 누가 센터인거 부정했나, 중앙에 세우질 말랬나...풀샷을 잡아도 될때 굳이 원샷 따라가서 노래 부르는 사람 따로 찍히는 사람 따로인거 킹받는거 말한건데 누군지도 말 안했는데 찰떡같이는 알아듣네. 카메라 몰빵 맘에 들면 1인직캠 보세요. 님이나... 레이 없어서 분량 이야기 안나온거지, 이번에도 분량 분배는 망했구만..네네 아이브는 그분 없으면 망하니까 그분 위주로 쭉 가십셔."
885,  @realkickkick,스타쉽아 너네가 아무리 리즈 짱박아도 우린 리즈 잘 알아보고 좋음~~
886,  @olallacrs7854,"I noticed that Yunjin uses a lot head voice when doing high notes (Liz too, even though it looks like she tries not to but at the end she uses head voice too eventually) that may hurt their vocals in a future, so I hope they get proper vocal training, Starship do something"
887,  @zzzyyytt7402,고음은 거의 다 가성이네..진성으로 할수 없는 음역대긴하지ㅋㅋ
888,  @Nuclear_Launch,두성같은데
889,  @zzzyyytt7402,​ @Nuclear_Launch  반가성이라 두성처럼 들리기도함..
890,  @kd7538,​ @zzzyyytt7402  그럼 반가성이지 왜 그걸 왜 가성이라함ㅋㅋㅋ
891,  @IamwhoIam5679,リズはもちろん上手いし、イソも上手い！
892,  @user-yz5mn5qq9o,후렴 노래 부르는애가 중앙에 있어야 하는거 아닌가요
893,  @user-bg9rg2bz9q,잘 안들리는 부분은 립싱크 진짜 크게 들리는부분은 라이브 인듯
894,  @user-choco0411,리즈는 mr을 깔거나 안 깔거나 똑같은 것 같은데 ㅎㅎ
